seed,K,n,m,alpha,beta,G,price_term,fairness_term1,fairness_term2,objective,t,gap,status
1,2,20,5,0.5,0.0,0.16177634690225345,0.6180235312531622,0.05301227744145308,0.10436903161886879,0.01025140251944811,60.001209020614624,0.9999982407958766,time_limit
1,2,20,5,0.0,0.5,0.15912091843454926,0.508414340638007,0.24387704917096717,0.011761676817165334,0.0065312970649352075,60.00220608711243,1.0,time_limit
1,2,20,10,0.0,0.0,0.10687161628639671,0.42000763146421455,0.010080748234502598,0.0808308605959347,0.008820320524408972,60.00223684310913,1.000000000000025,time_limit
1,2,20,10,0.25,0.25,0.038411624822395116,0.4312267871996469,6.76956035950979e-07,0.016849946984394792,0.004719893728364752,60.002108097076416,1.0000000000000235,time_limit
1,2,20,10,0.5,0.0,0.09939715555299297,0.4203865288945674,0.007004899559122468,0.07487537932870336,0.0044303879963589225,60.002063035964966,1.000000000000025,time_limit
1,2,20,10,0.0,0.5,0.03141733049811883,0.4342185325134849,1.2122479761487966e-10,0.009706403811832187,0.004760750486933284,60.00241494178772,1.0,time_limit
1,2,20,20,0.0,0.0,0.027907902595429232,0.5239098029588023,0.0034248248949782303,0.0,0.013724074081816555,60.00446105003357,1.0000000000000162,time_limit
1,2,20,20,0.25,0.25,0.06448498106770334,0.46786572282668515,0.03872015386263246,0.021731617995052854,0.005777930459467383,60.00566792488098,1.0000000000000193,time_limit
1,2,20,20,0.5,0.0,0.027822422778619748,0.5239382428666309,0.0032510212705764026,0.0,0.006865424343279754,60.00175380706787,1.0000000000000162,time_limit
1,2,20,20,0.0,0.5,0.07319213492087406,0.9640723508662964,0.04997703475511848,0.0,0.023235887442621686,60.00297212600708,1.0,time_limit
1,4,5,5,0.0,0.0,0.02229836556922694,0.03510057425416548,0.0024298973275320972,0.01467077638651082,0.000246410062594437,17.63062810897827,9.933449929269087e-05,optimal
1,4,5,5,0.25,0.25,0.015061122735892593,0.03689094436183081,0.0010016324816406858,0.007432525743116258,0.00014996749154805848,60.00516200065613,0.00011825073238528796,time_limit
1,4,5,5,0.5,0.0,0.021632746314297804,0.03511845447496352,0.0017434642599200058,0.0141731893543251,0.00012371054292421084,36.483810901641846,9.960988875318091e-05,optimal
1,4,5,5,0.0,0.5,0.013007783351668075,0.038261937568709846,0.0011311978530490615,0.00507259637466384,0.00015926320364131137,15.95029616355896,9.971369594652877e-05,optimal
1,4,5,10,0.0,0.0,0.03409368842757637,0.05502513121571271,0.03215349749468772,0.015050287810761898,0.0006055530130612803,60.00116491317749,0.0330575878781952,time_limit
1,4,5,10,0.25,0.25,0.02689359500117024,0.05653278586883913,0.031037453232892833,0.007827674519179206,0.00039512142885275416,60.00226402282715,0.05131948024771646,time_limit
1,4,5,10,0.5,0.0,0.0328694944726906,0.05545124112494725,0.03100252934999597,0.014028613910202159,0.00042762861749187436,60.00108313560486,0.07403855263707312,time_limit
1,4,5,10,0.0,0.5,0.024865577081790054,0.057440580257113884,0.031457500304757594,0.0055130859541778765,0.0003451390843964709,60.00279903411865,0.09579030093972957,time_limit
1,4,5,20,0.0,0.0,0.04386496091000425,0.06924361218575437,0.03944542152009002,0.020154883092830866,0.0009589355657062302,60.002623081207275,0.07088045896748257,time_limit
1,4,5,20,0.25,0.25,0.03254240628771564,0.07220238673989782,0.02967306867795436,0.010683661770247488,0.0006048843100969515,60.00221490859985,0.08509754534610893,time_limit
1,4,5,20,0.5,0.0,0.03819535300871407,0.07173859679606709,0.02778350045536038,0.01690175853566056,0.0006111329892209951,60.002208948135376,0.12577084566387187,time_limit
1,4,5,20,0.0,0.5,0.03153800456353356,0.07270757469703029,0.034734749859307475,0.008312802159300636,0.0005631904817022606,60.00146794319153,0.0416306390640686,time_limit
1,4,10,5,0.0,0.0,0.03600239998741273,0.05417916851898401,0.023744074468283364,0.02464846451844349,0.0002935382301408468,60.00258207321167,0.6665633640107834,time_limit
1,4,10,5,0.25,0.25,0.020069651664397607,0.06245561571455043,0.012325009617631982,0.010742837688534568,0.00023338145349439973,60.002445220947266,0.7621070549210714,time_limit
1,4,10,5,0.5,0.0,0.03239331878428593,0.05658726488760535,0.012517174053915453,0.023605298782046535,0.00017969088316000244,60.00222206115723,0.6568128688213172,time_limit
1,4,10,5,0.0,0.5,0.01708939824018444,0.06584544438095621,0.013665850861783069,0.007088391086643053,0.00024190377138488025,60.00147604942322,0.8094630239902887,time_limit
1,4,10,10,0.0,0.0,0.18405282061592182,0.5911709458429207,0.05972565148788803,0.11000431315965775,0.03494830872088136,60.00136995315552,0.771725713504201,time_limit
1,4,10,10,0.25,0.25,0.1063573820302352,0.6020594715993819,0.05383667580690808,0.032692265918569996,0.0185721256587201,60.002220153808594,0.7134037731176763,time_limit
1,4,10,10,0.5,0.0,0.1850280804830634,0.5922956035904143,0.047063279832460087,0.11403270016590694,0.01781757314020022,60.00268197059631,0.7863590671148173,time_limit
1,4,10,10,0.0,0.5,0.09488761533630677,0.6057963978051419,0.060031118392445154,0.019300195957681288,0.018535712561686738,60.002289056777954,0.7061537834458111,time_limit
1,4,10,20,0.0,0.0,0.05621679660525664,0.1221374653442478,0.09176333176333853,0.02106221712999723,0.0014917560440717334,60.004040002822876,0.7019947177257542,time_limit
1,4,10,20,0.25,0.25,0.041104256318465676,0.13050671811681458,0.0841904881317258,0.007005962473852767,0.0013068734444684846,60.00330901145935,0.8227228869740589,time_limit
1,4,10,20,0.5,0.0,0.051292799831510034,0.1295993977250725,0.08153914546820333,0.01794807369195195,0.0016708792249956795,60.00379014015198,0.9990764861039477,time_limit
1,4,10,20,0.0,0.5,0.04124513074808873,0.12033661484433661,0.09157507118683098,0.006317701466947323,0.000744001719522445,60.001407861709595,0.40588706650504813,time_limit
1,4,20,5,0.0,0.0,0.2617468709088831,0.5143552309218435,0.1552009482912482,0.19722887228997887,0.013228065178833152,60.00325012207031,1.0000000000000089,time_limit
1,4,20,5,0.25,0.25,0.05684252716540505,0.39241226404552054,0.033576063389384916,0.02882789811578279,0.004127906053822272,60.00398802757263,1.0000000000000269,time_limit
1,4,20,5,0.5,0.0,0.13058888531645824,0.3624490937036366,0.023325219524472304,0.10663512575015832,0.0033522418713977918,60.00502610206604,1.000000000000033,time_limit
1,4,20,5,0.0,0.5,0.06151321388135235,0.4506767984521677,0.10930697599477539,0.01165262996005012,0.0051456313090703235,60.002766847610474,1.0,time_limit
1,4,20,10,0.0,0.0,0.05010761466767647,0.606697831948003,0.07909089228110529,0.0,0.018404112964520363,60.002272844314575,1.0000000000000109,time_limit
1,4,20,10,0.25,0.25,0.0683156566047936,0.630410086845129,0.08387598027461342,0.015826157193883805,0.010437737506972666,60.00381016731262,1.0000000000000107,time_limit
1,4,20,10,0.5,0.0,0.11652689640028338,0.5247234121315564,0.03133161956020821,0.0824578209036535,0.007006075279007782,60.00425410270691,1.0000000000000158,time_limit
1,4,20,10,0.0,0.5,0.037437109010423734,0.4056201609179472,0.011773949087554648,0.01421261369263771,0.004214192067565611,60.00314497947693,1.0,time_limit
1,4,20,20,0.0,0.0,0.2137080654930011,0.6912307573785381,0.09056456585415044,0.15650538616053655,0.023889997997305373,60.00505185127258,1.0000000000000082,time_limit
1,4,20,20,0.25,0.25,0.05342820189792083,0.3914593143023558,0.02665317524112068,0.02719194237252287,0.004060259785751533,60.007006883621216,1.0000000000000273,time_limit
1,4,20,20,0.5,0.0,0.36315942303256754,0.9286215666442368,0.02730524468754399,0.3099020335284697,0.02165164739935075,60.0049409866333,1.000000000000005,time_limit
1,4,20,20,0.0,0.5,0.04374623315271414,0.39937620006875196,0.0293297960524756,0.016444974136157642,0.004122752316703343,60.005123138427734,1.0,time_limit
1,8,5,5,0.0,0.0,0.15927762771694007,0.22379639040562785,0.07426402000987294,0.10523534713458038,0.010016964871717639,60.000877141952515,0.0020538686768907712,time_limit
1,8,5,5,0.25,0.25,0.08571318086933775,0.2377207943862607,0.0006086470232720525,0.038092941114176604,0.006013897225645483,60.00168490409851,0.0006841965737475735,time_limit
1,8,5,5,0.5,0.0,0.13816214641229763,0.22568722510423056,0.033744028191617946,0.08880669786749928,0.005164638572437058,60.002782106399536,0.0014780622699476756,time_limit
1,8,5,5,0.0,0.5,0.07424897012459027,0.24352174147273345,4.763468669219258e-06,0.025544026396459918,0.006256532499262803,51.15652585029602,9.969609790491782e-05,optimal
1,8,5,10,0.0,0.0,0.21447662767625691,0.32437759048576426,0.05501591283652528,0.14272412047453842,0.02104416424187004,60.00328087806702,0.0014976861641939352,time_limit
1,8,5,10,0.25,0.25,0.11718252680189994,0.341503908388512,0.012680060044149802,0.04729673761867881,0.012226761789390559,60.00235199928284,0.0009624598110232183,time_limit
1,8,5,10,0.5,0.0,0.20234680267319674,0.3247951958569862,0.04552292965231621,0.13169739729525998,0.01067871299543591,60.0025999546051,0.002069042939835652,time_limit
1,8,5,10,0.0,0.5,0.1020226140132701,0.3478463198769434,0.008696368917384184,0.03136630392320838,0.012591628736094823,60.001418113708496,0.0008746396046968234,time_limit
1,8,5,20,0.0,0.0,0.01779491217703065,0.05011565777466354,0.01645642897773764,0.005714726999880737,0.0005023158308374389,60.00238800048828,0.08820063354320956,time_limit
1,8,5,20,0.25,0.25,0.01502527110321537,0.05031081905687806,0.01657628776484068,0.002891071321234673,0.00026379409089047156,60.003605127334595,0.2743839598778852,time_limit
1,8,5,20,0.5,0.0,0.017961828171850436,0.05012446326661841,0.016362292344557855,0.00589164897545702,0.0002679789699497063,60.00244092941284,0.3435686546267505,time_limit
1,8,5,20,0.0,0.5,0.014160142718778856,0.05044485035565618,0.016674642644138482,0.0019868423171303107,0.0002564420639370244,60.002026081085205,0.03234047271550223,time_limit
1,8,10,5,0.0,0.0,0.189350285863132,0.47628747390578935,0.09476562822334841,0.1298758349446345,0.022684975779955797,60.00211715698242,0.8878270251849594,time_limit
1,8,10,5,0.25,0.25,0.08576519748914202,0.4775034019298896,0.07371929733560294,0.028799945129202698,0.011777663365081377,60.00304889678955,0.9989443710975703,time_limit
1,8,10,5,0.5,0.0,0.13864434524242225,0.4222216513555939,0.09447616839647272,0.08461265905730375,0.009471415293352152,60.00288200378418,0.8793228170137312,time_limit
1,8,10,5,0.0,0.5,0.07688158987450391,0.4385768276087736,0.09080266876349165,0.021673573518190103,0.009852353580292992,60.0018310546875,0.8759066533748205,time_limit
1,8,10,10,0.0,0.0,0.26779761314159223,0.37888776269788527,0.3719488864032729,0.1834152260713946,0.014355593672220902,60.00475001335144,0.9994269782017638,time_limit
1,8,10,10,0.25,0.25,0.11124593279227082,0.41981050578887164,0.3233669604568837,0.02884401215627319,0.012287730770200837,60.00207185745239,0.9999559683678918,time_limit
1,8,10,10,0.5,0.0,0.22008582755295975,0.4543201963821464,0.33605413963175795,0.13264704046077536,0.017378616089763172,60.00412392616272,0.9998352762017464,time_limit
1,8,10,10,0.0,0.5,0.10419575897102404,0.42340290179628526,0.32112620651719254,0.02171469297674644,0.009199264808012919,60.00235414505005,0.888417779436624,time_limit
1,8,10,20,0.0,0.0,0.19695379973692165,0.6731285657540527,0.2317763267938858,0.10066890231228065,0.045310206603410806,60.005096197128296,0.9996482493451849,time_limit
1,8,10,20,0.25,0.25,0.14389948268537303,0.8692688088425434,0.07612990900561861,0.04745636317541635,0.038525557297948584,60.00295090675354,0.9998616109585765,time_limit
1,8,10,20,0.5,0.0,0.16587326454172344,0.6742433673312838,0.22394903978055242,0.070455297836026,0.02586477919567589,60.006012201309204,0.9998591427233832,time_limit
1,8,10,20,0.0,0.5,0.11064657296601063,0.6842646779187557,0.21179093507144986,0.01574623829020383,0.02353487948250886,60.00719618797302,0.99974577520446,time_limit
1,8,20,5,0.0,0.0,0.16452987556794685,0.7231071116524491,0.10076782697574807,0.11577854161335588,0.02614419474611738,60.00581693649292,1.0000000000000084,time_limit
1,8,20,5,0.25,0.25,0.10663538519542601,0.9856342307628317,0.45882938925827527,0.0,0.030865758685258537,60.00623393058777,1.0000000000000036,time_limit
1,8,20,5,0.5,0.0,0.13884294119115276,0.6606077001827801,0.145352272564883,0.08764352211140336,0.012230518534755553,60.00439500808716,1.000000000000009,time_limit
1,8,20,5,0.0,0.5,0.07950012776655302,0.8179902983777171,0.2931253179352116,0.0019599481057657187,0.016729623904290315,60.00304412841797,1.0,time_limit
1,8,20,10,0.0,0.0,0.2101142070514348,0.29426472783928825,0.1239254947797885,0.1799102838119968,0.00432958650251652,60.00770401954651,1.0000000000000513,time_limit
1,8,20,10,0.25,0.25,0.046234811606386844,0.3514741313745814,0.043720775845340724,0.02319600805699018,0.003282599893099105,60.0079460144043,1.0000000000000338,time_limit
1,8,20,10,0.5,0.0,0.14849587214774107,0.27521548621001224,0.1081791820284161,0.12121270008368845,0.0026250100602664105,60.0094039440155,1.0000000000000422,time_limit
1,8,20,10,0.0,0.5,0.09474969325595525,0.6657401785443422,0.4077962689046428,0.010488150715657785,0.011135250285923493,60.00534677505493,1.0,time_limit
1,8,20,20,0.0,0.0,0.2062514614293644,0.7803414219325945,0.1742170898493586,0.14545725410156485,0.03044663673918917,60.00911617279053,1.0000000000000135,time_limit
1,8,20,20,0.25,0.25,0.09037526739723903,0.8173150868195825,0.06334400795173029,0.04159151206229361,0.01725795172696043,60.00716686248779,1.0000000000000129,time_limit
1,8,20,20,0.5,0.0,0.2454500025754897,0.841809827751864,0.12434475717225432,0.18781641654136472,0.018682445817254756,60.00578212738037,1.000000000000012,time_limit
1,8,20,20,0.0,0.5,0.10219364670479006,0.9319821461271043,0.14468219451156997,0.0375092650844886,0.022418240501081297,60.009188175201416,1.00000000000001,time_limit
2,2,5,5,0.0,0.0,0.14092038632504617,0.44995728076649855,0.08419536711417411,0.008831246614659394,0.040492310902956324,20.225854873657227,9.95806320383863e-05,optimal
2,2,5,5,0.25,0.25,0.13011395792852617,0.45041908266837005,0.0800602827897043,0.0,0.021088941113227528,33.50515604019165,9.99739072810771e-05,optimal
2,2,5,5,0.5,0.0,0.1284923424170733,0.45163151690072684,0.07633207807385585,0.0,0.021853749241573458,60.00253510475159,0.00019616537784447778,time_limit
2,2,5,5,0.0,0.5,0.13382081509422403,0.4500331866400396,0.08286536280694201,0.0023814963627450947,0.02025582267020176,20.53389811515808,9.940254789735705e-05,optimal
2,2,5,10,0.0,0.0,0.09363436308792758,0.11062169487199433,3.122099964391447e-09,0.07151002255247874,0.0024474318752705235,1.6924290657043457,7.918558322065411e-05,optimal
2,2,5,10,0.25,0.25,0.05404098072882736,0.12401833501325024,1.6414044880654844e-10,0.029237313644107088,0.0017517598692268499,1.5857911109924316,8.8911931903955e-05,optimal
2,2,5,10,0.5,0.0,0.0938798248082732,0.11062169076018463,2.0342287511795302e-07,0.07175538494479872,0.0012237158466745371,4.567087888717651,9.747116078998613e-05,optimal
2,2,5,10,0.0,0.5,0.04461250587375659,0.1310857135633483,3.0255527951083716e-07,0.01839521188344717,0.0018875383401596778,1.703272819519043,9.189071932741463e-05,optimal
2,2,5,20,0.0,0.0,0.18278899730820394,0.3028146845747045,0.10522356029581743,0.06961428024535432,0.01833934663881556,60.00451397895813,0.09736656189095812,time_limit
2,2,5,20,0.25,0.25,0.14857877994649227,0.3089012457107537,0.09954356983180992,0.037026745888436574,0.011123358224794811,60.001980781555176,0.07205569752095504,time_limit
2,2,5,20,0.5,0.0,0.17123669465225483,0.3045796015077735,0.10097704884616063,0.05983224992761982,0.01182596446388339,60.003413915634155,0.041804268166650574,time_limit
2,2,5,20,0.0,0.5,0.14021594617719854,0.31226953433737126,0.09982808516809802,0.027847996725675284,0.01013898166834448,60.00338888168335,0.028202310935896903,time_limit
2,2,10,5,0.0,0.0,0.02525305202649833,0.031875882121187166,6.885782065355435e-07,0.022065119525276344,0.00010160718610038196,43.54073786735535,9.874340263952903e-05,optimal
2,2,10,5,0.25,0.25,0.010009076993596495,0.03871805923114407,6.421658310047962e-08,0.006137238962190539,8.43708310515919e-05,21.02351403236389,9.282843709126326e-05,optimal
2,2,10,5,0.5,0.0,0.025278520294732088,0.03187459963104703,1.5594058068084876e-06,0.02209028062872398,5.0799505689913805e-05,26.266901969909668,9.142245199282192e-05,optimal
2,2,10,5,0.0,0.5,0.00765160662956162,0.04084232514836171,2.2804404794913725e-07,0.003567260092701474,8.976744846071524e-05,24.865295886993408,9.590787926668565e-05,optimal
2,2,10,10,0.0,0.0,0.13133532926918712,0.2453372662197234,0.016335582472264513,0.09863381141108252,0.006019037419616744,60.00254201889038,0.6858328362427589,time_limit
2,2,10,10,0.25,0.25,0.06727224454198868,0.2679998796250254,0.0038913013383123423,0.03852660591032997,0.003964164392957068,60.004059076309204,0.01313871778717376,time_limit
2,2,10,10,0.5,0.0,0.12455700305536258,0.24597827423255933,0.005623246236347453,0.09714755251393292,0.003033170794280057,60.00352501869202,0.017689495334391073,time_limit
2,2,10,10,0.0,0.5,0.05442876825874418,0.2794473963270421,0.005014014127614345,0.023977021562232803,0.004191991147196035,60.00142192840576,0.02133963066448257,time_limit
2,2,10,20,0.0,0.0,0.10632814065917585,0.24588157629402804,0.04453140223241128,0.059474281913567406,0.006045774956083594,60.002132177352905,0.9670848766022289,time_limit
2,2,10,20,0.25,0.25,0.09797813757538514,0.4621059838929955,0.04195598955575599,0.03078954440820758,0.011134134161152257,60.00243806838989,0.985497822268957,time_limit
2,2,10,20,0.5,0.0,0.031152036410594903,0.29562971344067285,0.0031781301330552347,0.0,0.004372371501236376,60.001168966293335,0.9793318076297449,time_limit
2,2,10,20,0.0,0.5,0.031713145998712326,0.29559932905266584,0.004306426186891485,0.0,0.004368948166819311,60.00412392616272,0.9738276253755909,time_limit
2,2,20,5,0.0,0.0,0.23973614691197329,0.45852731769713195,0.15185072196089847,0.14088442004666746,0.01051236505372633,60.00356197357178,1.0,time_limit
2,2,20,5,0.25,0.25,0.03778078986458702,0.6669274315458211,0.008868836574591935,0.0,0.011129637006481001,60.00306677818298,1.0,time_limit
2,2,20,5,0.5,0.0,0.11682579030322446,0.578497634572672,0.003886612927189253,0.08595760211099623,0.008370264270165868,60.002228021621704,1.0,time_limit
2,2,20,5,0.0,0.5,0.16745529850608173,0.5783685145432857,0.24312219994574022,0.01697577280604734,0.008506841896556443,60.00364398956299,1.0,time_limit
2,2,20,10,0.0,0.0,0.20186385457790684,0.7149126614367551,0.006904024017252321,0.16266620949744293,0.025555005674129223,60.00368905067444,1.000000000000005,time_limit
2,2,20,10,0.25,0.25,0.12294032326941375,0.7881796971722992,0.16706267682159756,0.0,0.01901942312421513,60.00321698188782,1.0000000000000058,time_limit
2,2,20,10,0.5,0.0,0.11456757563768899,0.9447275628853594,0.13466239498684204,0.0,0.026846244357780834,60.00178408622742,1.0000000000000042,time_limit
2,2,20,10,0.0,0.5,0.040511525025584,0.4977664821113234,3.7981355158964777e-07,0.015623011013242039,0.0063163260043970024,60.00180697441101,1.0,time_limit
2,2,20,20,0.0,0.0,0.15766176198728973,0.9808539978084849,0.13847259729099956,0.03938276345136571,0.04810372825084437,60.00516200065613,1.0000000000000047,time_limit
2,2,20,20,0.25,0.25,0.09768654889548292,1.1154963736831134,0.0838234604226545,0.0,0.03198660055715795,60.00331401824951,1.0000000000000036,time_limit
2,2,20,20,0.5,0.0,0.25754905677252554,1.207153971415905,0.03823782165744464,0.17807244737300798,0.03679605051890642,60.00325679779053,1.000000000000003,time_limit
2,2,20,20,0.0,0.5,0.20499570746398746,0.97973318830069,0.31201809609790593,0.0,0.023996928006445886,60.00502300262451,1.0,time_limit
2,4,5,5,0.0,0.0,0.032484105869247284,0.06368552738534838,0.03225919901939998,0.011682200637327611,0.0008111692796699918,60.003365993499756,0.009361266551294916,time_limit
2,4,5,5,0.25,0.25,0.027011896806637542,0.06482907420174751,0.029666142054862073,0.006629546452572521,0.0004862736067534762,60.001587867736816,0.01121322232108423,time_limit
2,4,5,5,0.5,0.0,0.033332222646676804,0.06535275460013314,0.025985536190686057,0.013765287678978666,0.0005115042647722041,60.0019850730896,0.006680034162505555,time_limit
2,4,5,5,0.0,0.5,0.02567651808102635,0.06488961316523494,0.0337241263271291,0.004267563866197088,0.0004301722403494187,60.00279188156128,0.012843095568306552,time_limit
2,4,5,10,0.0,0.0,0.3161515552802835,0.4487297554854415,0.10636692657220145,0.19981387254014482,0.04027167869160482,8.713205099105835,9.896215762409725e-05,optimal
2,4,5,10,0.25,0.25,0.18370361338892294,0.47333464488539345,0.09445280705554829,0.06542348264795717,0.024032209922867084,7.60900616645813,9.977898024531959e-05,optimal
2,4,5,10,0.5,0.0,0.3065513548658627,0.44885870587863896,0.10552909539675746,0.19039733984094553,0.021539462531211893,10.121348857879639,9.925069247790843e-05,optimal
2,4,5,10,0.0,0.5,0.15978529646845374,0.4830775691707403,0.09220946529969103,0.040117416309382925,0.02414109732926131,6.658665895462036,9.908132899362601e-05,optimal
2,4,5,20,0.0,0.0,0.08512110635614387,0.09903755542312379,0.06587723157565492,0.04884428737760538,0.0019616874768376633,60.00294804573059,0.004346446236639162,time_limit
2,4,5,20,0.25,0.25,0.050384952485531556,0.10769381272927606,0.048163941325919106,0.016805204608196567,0.0013753847832505873,60.001635789871216,0.017346877315661625,time_limit
2,4,5,20,0.5,0.0,0.06626940293777867,0.10306944935793931,0.05137632200897153,0.03281143256394792,0.0013922719469910733,60.003891944885254,0.0015190800298608964,time_limit
2,4,5,20,0.0,0.5,0.04637315181384378,0.10978725391963716,0.048695301025753764,0.012241875773477906,0.0012802558735481213,60.00276708602905,0.004943321645657393,time_limit
2,4,10,5,0.0,0.0,0.0955185240832772,0.16697809031849076,0.07641821210331454,0.059716162025599484,0.002788168264641006,60.00124406814575,0.1326205168054395,time_limit
2,4,10,5,0.25,0.25,0.05796582120841665,0.1793699852174191,0.073876728965141,0.021559640445389494,0.0020659947965402823,60.00181603431702,0.49424460621564215,time_limit
2,4,10,5,0.5,0.0,0.09266216939641159,0.16831802390796205,0.07319427685817227,0.057531797791072314,0.0020862231292129107,60.0024299621582,0.6271798186883304,time_limit
2,4,10,5,0.0,0.5,0.05113024207429426,0.18379130654928108,0.08105570739410958,0.01248718457083875,0.0017669271074076875,60.00170111656189,0.9994330007780298,time_limit
